seqnames_dar,start_dar,end_dar,width_dar,strand_dar,cell_type_dar,logFC_dar,distance,seqnames_degs,start_deg,end_deg,width_deg,strand_deg,cell_type_deg,gene_name,gene_biotype,DAR_deg_overlap,log2FC_deg
chr19,4867511,4868011,501,*,B_Cells,0.20981962,574779,chr19,4290232,4292731,2500,*,NK_CD56bright,TMIGD2,protein_coding,FALSE,0.13970723
chr7,17298862,17299362,501,*,B_Cells,0.279401695,0,chr7,17296622,17299121,2500,*,CD14_Mono,AHR,protein_coding,FALSE,0.183041664
chr1,32335070,32335570,501,*,B_Cells,0.282857968,738,chr1,32331832,32334331,2500,*,gdT,MARCKSL1,protein_coding,FALSE,-0.280891219
chr2,437952,438452,501,*,B_Cells,0.178611882,8238392,chr2,8676845,8679344,2500,*,CD8_TEM,ID2,protein_coding,FALSE,-0.214751133
chr8,92965929,92966429,501,*,B_Cells,0.24141536,2165374,chr8,95131804,95134303,2500,*,CD14_Mono,PLEKHF2,protein_coding,FALSE,0.146642479
chr7,100221238,100221738,501,*,B_Cells,0.248614178,43175,chr7,100175563,100178062,2500,*,B_naive,STAG3,protein_coding,FALSE,0.160937647
chr6,69881273,69881773,501,*,B_Cells,0.211260749,204971,chr6,69673802,69676301,2500,*,cDC2,LMBRD1,protein_coding,FALSE,0.232292864
chr1,157819856,157820356,501,*,B_Cells,0.305790142,145035,chr1,157672321,157674820,2500,*,B_naive,FCRL3,protein_coding,FALSE,-0.325548964
chr8,37631538,37632038,501,*,B_Cells,0.195905879,1094147,chr8,38726186,38728685,2500,*,NK_CD56bright,TACC1,protein_coding,FALSE,0.15113161
chr9,132383477,132383977,501,*,B_Cells,0.250485103,121537,chr9,132259440,132261939,2500,*,CD14_Mono,SETX,LRG_gene,FALSE,-0.137624157
chr1,157783739,157784239,501,*,B_Cells,0.309802441,108918,chr1,157672321,157674820,2500,*,B_naive,FCRL3,protein_coding,FALSE,-0.325548964
chr9,109972219,109972719,501,*,B_Cells,0.212429296,269091,chr9,110241811,110244310,2500,*,CD16_Mono,TXN,protein_coding,FALSE,-0.127694912
chr6,6587007,6587507,501,*,B_Cells,0.336013032,2565240,chr6,4019267,4021766,2500,*,Treg,PRPF4B,protein_coding,FALSE,-0.141789729
chr9,131578682,131579182,501,*,B_Cells,0.234287656,1412,chr9,131574770,131577269,2500,*,CD16_Mono,RAPGEF1,protein_coding,FALSE,0.221624932
chr6,110178876,110179376,501,*,B_Cells,0.261927459,0,chr6,110178141,110180640,2500,*,CD16_Mono,CDC40,protein_coding,FALSE,-0.127120282
chr16,3158537,3159037,501,*,B_Cells,0.229958579,92740,chr16,3063297,3065796,2500,*,NK_CD56bright,IL32,protein_coding,FALSE,0.648971792
chr5,139651824,139652324,501,*,B_Cells,0.229858508,453452,chr5,140105777,140108276,2500,*,CD4_CTL,PURA,protein_coding,FALSE,-0.174778226
chr1,148152044,148152544,501,*,B_Cells,0.210696946,208450,chr1,148360995,148363494,2500,*,CD4_CTL,LINC01138,lincRNA,FALSE,0.131637677
chr11,114258637,114259137,501,*,B_Cells,0.259719549,198544,chr11,114057593,114060092,2500,*,gdT,ZBTB16,protein_coding,FALSE,-0.245093332
chr10,28677204,28677704,501,*,B_Cells,0.183019563,144211,chr10,28530493,28532992,2500,*,CD16_Mono,WAC,protein_coding,FALSE,0.132047061
chr5,139747065,139747565,501,*,B_Cells,0.178171122,358211,chr5,140105777,140108276,2500,*,CD4_CTL,PURA,protein_coding,FALSE,-0.174778226
chr19,12194730,12195230,501,*,B_Cells,0.259104831,449280,chr19,12644511,12647010,2500,*,cDC2,MAN2B1,protein_coding,FALSE,0.25934757
chr19,41463575,41464075,501,*,B_Cells,0.278491074,161488,chr19,41299587,41302086,2500,*,gdT,TGFB1,protein_coding,FALSE,0.175325427
chr9,37197061,37197561,501,*,B_Cells,0.262443062,1005705,chr9,36188856,36191355,2500,*,CD14_Mono,CLTA,protein_coding,FALSE,-0.150095715
chr11,73047957,73048457,501,*,B_Cells,0.297883784,822209,chr11,73870667,73873166,2500,*,CD14_Mono,COA4,protein_coding,FALSE,-0.135632574
chr4,119212341,119212841,501,*,B_Cells,0.127083847,933132,chr4,118276709,118279208,2500,*,MAIT,SNHG8,lincRNA,FALSE,0.129444105
chr21,25215874,25216374,501,*,B_Cells,0.197722006,3806254,chr21,29022629,29025128,2500,*,CD4_CTL,USP16,protein_coding,FALSE,-0.133629628
chr15,72228226,72228726,501,*,B_Cells,0.145794972,243599,chr15,72472326,72474825,2500,*,CD8_TEM,ARIH1,protein_coding,FALSE,-0.131776931
chr9,6750213,6750713,501,*,B_Cells,0.275380197,336562,chr9,6411151,6413650,2500,*,Treg,UHRF2,protein_coding,FALSE,-0.184052949
chr9,130007401,130007901,501,*,B_Cells,0.25694274,831349,chr9,129173552,129176051,2500,*,MAIT,IER5L,protein_coding,FALSE,-0.190883122
chr9,127770710,127771210,501,*,B_Cells,0.224988324,294990,chr9,128066201,128068700,2500,*,CD16_Mono,SLC25A25,protein_coding,FALSE,0.219295706
chr1,39102710,39103210,501,*,B_Cells,0.264964974,20894,chr1,39079316,39081815,2500,*,CD4_CTL,MACF1,protein_coding,FALSE,-0.134219228
chr22,38374037,38374537,501,*,B_Cells,0.291704932,106902,chr22,38481440,38483939,2500,*,CD4_CTL,DDX17,protein_coding,FALSE,-0.210082919
chr7,22499983,22500483,501,*,B_Cells,0.237641204,310144,chr7,22810628,22813127,2500,*,NK_CD56bright,TOMM7,protein_coding,FALSE,-0.140780569
chr8,141096429,141096929,501,*,B_Cells,0.253403529,18348,chr8,141115278,141117777,2500,*,CD14_Mono,DENND3,protein_coding,FALSE,0.126515877
chr1,16913722,16914222,501,*,B_Cells,0.135777764,102499,chr1,17016722,17019221,2500,*,CD14_Mono,SDHB,LRG_gene,FALSE,-0.126508345
chr11,96339140,96339640,501,*,B_Cells,0.215976456,362042,chr11,95974598,95977097,2500,*,CD4_Naive,MAML2,protein_coding,FALSE,-0.137585003
chr20,15985890,15986390,501,*,B_Cells,0.315804693,1581472,chr20,17567863,17570362,2500,*,CD16_Mono,DSTN,protein_coding,FALSE,0.128521595
chr18,11883081,11883581,501,*,B_Cells,0.222341343,0,chr18,11880622,11883121,2500,*,CD4_CTL,MPPE1,protein_coding,FALSE,-0.145060732
chr16,2507037,2507537,501,*,B_Cells,0.249065444,242791,chr16,2750329,2752828,2500,*,CD4_CTL,SRRM2,protein_coding,FALSE,-0.142891785
chr16,25066648,25067148,501,*,B_Cells,0.213095537,146763,chr16,24917385,24919884,2500,*,CD16_Mono,ARHGAP17,protein_coding,FALSE,-0.132901158
chr20,45321114,45321614,501,*,B_Cells,0.238015406,354135,chr20,44964479,44966978,2500,*,CD4_Naive,STK4,LRG_gene,FALSE,-0.164924807
chr22,40463226,40463726,501,*,B_Cells,0.290768023,92135,chr22,40368591,40371090,2500,*,CD4_CTL,SGSM3,protein_coding,FALSE,-0.154169649
chr6,1665206,1665706,501,*,B_Cells,0.287421179,1219559,chr6,2885266,2887765,2500,*,CD16_Mono,SERPINB9,protein_coding,FALSE,0.224049297
chr17,40323875,40324375,501,*,B_Cells,0.202583542,14183,chr17,40307192,40309691,2500,*,CD16_Mono,RARA,protein_coding,FALSE,-0.161407269
chr6,163756023,163756523,501,*,B_Cells,0.225208945,341523,chr6,163412000,163414499,2500,*,NK_CD56bright,QKI,protein_coding,FALSE,0.22815246
chr8,46956226,46956726,501,*,B_Cells,0.297892965,778182,chr8,47734909,47737408,2500,*,gdT,CEBPD,protein_coding,FALSE,-0.149786884
chr2,111116939,111117439,501,*,B_Cells,0.33203783,1710311,chr2,112827751,112830250,2500,*,CD14_Mono,IL1B,protein_coding,FALSE,1.278074166
chr11,121291866,121292366,501,*,B_Cells,0.254859962,157836,chr11,121450203,121452702,2500,*,CD4_CTL,SORL1,protein_coding,FALSE,-0.194380487
chr19,48812180,48812680,501,*,B_Cells,0.267280605,57711,chr19,48870392,48872891,2500,*,CD16_Mono,PPP1R15A,protein_coding,FALSE,0.395848445
chr7,99558294,99558794,501,*,B_Cells,0.160041924,183545,chr7,99372249,99374748,2500,*,CD14_Mono,ARPC1B,protein_coding,FALSE,-0.209149164
chr11,66257535,66258035,501,*,B_Cells,0.193163787,8497,chr11,66266533,66269032,2500,*,CD4_CTL,RAB1B,protein_coding,FALSE,0.145572565
chr16,66406391,66406891,501,*,B_Cells,0.314245979,194982,chr16,66601874,66604373,2500,*,CD4_CTL,CMTM3,protein_coding,FALSE,0.150709202
chr16,89360968,89361468,501,*,B_Cells,0.302897076,92841,chr16,89265627,89268126,2500,*,CD4_Naive,ANKRD11,protein_coding,FALSE,-0.146447138
chr8,19757670,19758170,501,*,B_Cells,0.325417154,437196,chr8,20195367,20197866,2500,*,CD14_Mono,ATP6V1B2,protein_coding,FALSE,-0.225004046
chr3,18499243,18499743,501,*,B_Cells,0.221738741,1696092,chr3,16800651,16803150,2500,*,NK_CD56bright,PLCL2,protein_coding,FALSE,0.240857012
chr11,67613859,67614359,501,*,B_Cells,0.129383981,106862,chr11,67504497,67506996,2500,*,CD8_TCM,CDK2AP2,protein_coding,FALSE,0.156805461
chr5,81751516,81752016,501,*,B_Cells,0.281324168,337995,chr5,81411021,81413520,2500,*,B_intermediate,SSBP2,protein_coding,FALSE,0.195887917
chr6,30688559,30689059,501,*,B_Cells,0.317729918,11670,chr6,30674389,30676888,2500,*,CD4_CTL,PPP1R18,protein_coding,FALSE,0.209605792
chr11,14890980,14891480,501,*,B_Cells,0.218846503,246757,chr11,14641723,14644222,2500,*,CD8_Naive,PDE3B,protein_coding,FALSE,-0.180955869
chr6,148760404,148760904,501,*,B_Cells,0.24828256,455736,chr6,149216641,149219140,2500,*,CD4_Naive,TAB2,protein_coding,FALSE,-0.126347725
chr5,10505468,10505968,501,*,B_Cells,0.24234279,151265,chr5,10351703,10354202,2500,*,CD4_Naive,MARCH6,protein_coding,FALSE,-0.182092677
chr4,123564688,123565188,501,*,B_Cells,0.286307211,1411855,chr4,122150333,122152832,2500,*,CD8_Naive,KIAA1109,protein_coding,FALSE,-0.228188088
chr22,41286714,41287214,501,*,B_Cells,0.236859423,170502,chr22,41457717,41460216,2500,*,CD8_Naive,PHF5A,protein_coding,FALSE,0.135062456
chr15,56464858,56465358,501,*,B_Cells,0.141453508,833006,chr15,57298365,57300864,2500,*,B_intermediate,LINC00926,lincRNA,FALSE,0.318740616
chr1,247440081,247440581,501,*,B_Cells,0.208886964,21532,chr1,247416049,247418548,2500,*,CD16_Mono,NLRP3,LRG_gene,FALSE,0.300255677
chr5,131212412,131212912,501,*,B_Cells,0.232238716,30580,chr5,131243493,131245992,2500,*,NK_CD56bright,CDC42SE2,protein_coding,FALSE,0.149509807
chr15,75347002,75347502,501,*,B_Cells,0.146427376,0,chr15,75344955,75347454,2500,*,B_naive,NEIL1,protein_coding,FALSE,-0.164238114
chr6,159056018,159056518,501,*,B_Cells,0.317325372,21050,chr6,159032468,159034967,2500,*,CD4_CTL,TAGAP,protein_coding,FALSE,0.318209324
chr22,50620359,50620859,501,*,B_Cells,0.214012365,40901,chr22,50576958,50579457,2500,*,CD4_CTL,CHKB,LRG_gene,FALSE,-0.171713656
chr4,153439380,153439880,501,*,B_Cells,0.248229007,259619,chr4,153699500,153701999,2500,*,CD14_Mono,TLR2,protein_coding,FALSE,0.155746495
chr4,71006123,71006623,501,*,B_Cells,0.253685797,350082,chr4,70653541,70656040,2500,*,B_intermediate,JCHAIN,protein_coding,FALSE,-0.331589529
chr1,19476689,19477189,501,*,B_Cells,0.262380241,401683,chr1,19072506,19075005,2500,*,CD4_Naive,UBR4,protein_coding,FALSE,-0.169233844
chr10,60351178,60351678,501,*,B_Cells,0.206064329,324380,chr10,60024298,60026797,2500,*,CD4_Naive,ANK3,protein_coding,FALSE,-0.183986191
chr20,19706412,19706912,501,*,B_Cells,0.227084015,2092234,chr20,17611678,17614177,2500,*,CD4_CTL,RRBP1,protein_coding,FALSE,-0.16720148
chr18,48992632,48993132,501,*,B_Cells,0.217934441,72279,chr18,48917853,48920352,2500,*,CD4_TEM,SMAD7,protein_coding,FALSE,0.226445029
chr13,20161355,20161855,501,*,B_Cells,0.309298471,202185,chr13,19956670,19959169,2500,*,CD4_Naive,ZMYM2,protein_coding,FALSE,-0.13416533
chr3,149203738,149204238,501,*,B_Cells,0.29595229,606469,chr3,149810708,149813207,2500,*,CD16_Mono,RNF13,protein_coding,FALSE,-0.128658468
chr8,85245699,85246199,501,*,B_Cells,0.209361126,1094538,chr8,86340738,86343237,2500,*,CD4_Naive,WWP1,protein_coding,FALSE,-0.135702814
chr3,40623532,40624032,501,*,B_Cells,0.132565319,1359538,chr3,39261494,39263993,2500,*,CD14_Mono,CX3CR1,protein_coding,FALSE,-0.166138383
chr16,67547706,67548206,501,*,B_Cells,0.237872824,152787,chr16,67392419,67394918,2500,*,CD16_Mono,ZDHHC1,protein_coding,FALSE,-0.143559166
chr17,76958087,76958587,501,*,B_Cells,0.309935806,126128,chr17,77084716,77087215,2500,*,NK_CD56bright,SEC14L1,protein_coding,FALSE,0.165133386
chr22,23696149,23696649,501,*,B_Cells,0.230443578,67184,chr22,23763834,23766333,2500,*,CD14_Mono,CHCHD10,protein_coding,FALSE,-0.151123759
chr8,6800679,6801179,501,*,B_Cells,0.250430224,4992393,chr8,11793573,11796072,2500,*,CD4_CTL,FDFT1,protein_coding,FALSE,0.125526825
chr16,30651248,30651748,501,*,B_Cells,0.231428968,178090,chr16,30470658,30473157,2500,*,CD4_CTL,ITGAL,protein_coding,FALSE,-0.16999954
chr2,99141052,99141552,501,*,B_Cells,0.128305816,695698,chr2,98442854,98445353,2500,*,CD4_CTL,INPP4A,protein_coding,TRUE,-0.175932116
chr4,101345783,101346283,501,*,B_Cells,0.247700075,1153045,chr4,102499329,102501828,2500,*,CD14_Mono,NFKB1,protein_coding,TRUE,0.34063098000000003
chr20,1954426,1954926,501,*,B_Cells,0.206005332,584948,chr20,1366978,1369477,2500,*,CD14_Mono,FKBP1A,protein_coding,FALSE,-0.142634624
chr17,79401046,79401546,501,*,B_Cells,0.332403358,429609,chr17,79831156,79833655,2500,*,gdT,CBX4,protein_coding,FALSE,-0.339772839
chr6,167112913,167113413,501,*,B_Cells,0.160803823,606,chr6,167109807,167112306,2500,*,MAIT,CCR6,protein_coding,FALSE,0.210417477
chr16,28936448,28936948,501,*,B_Cells,0.211633058,93537,chr16,28840411,28842910,2500,*,CD14_Mono,TUFM,protein_coding,FALSE,-0.155453982
chr17,75663959,75664459,501,*,B_Cells,0.170082355,656,chr17,75665116,75667615,2500,*,CD4_CTL,SAP30BP,protein_coding,FALSE,-0.127857283
chr9,120931375,120931875,501,*,B_Cells,0.168981635,244261,chr9,121176137,121178636,2500,*,CD14_Mono,RAB14,protein_coding,FALSE,-0.126313241
chr21,42107734,42108234,501,*,B_Cells,0.294624051,982721,chr21,43090956,43093455,2500,*,CD14_Mono,U2AF1,protein_coding,FALSE,0.164368761
chr8,65948401,65948901,501,*,B_Cells,0.286882631,230391,chr8,65715510,65718009,2500,*,CD4_Naive,PDE7A,protein_coding,FALSE,-0.125135857
chr16,75380167,75380667,501,*,B_Cells,0.264070254,265118,chr16,75645786,75648285,2500,*,CD4_CTL,TERF2IP,protein_coding,FALSE,-0.178593813
chr10,26480869,26481369,501,*,B_Cells,0.2717267,42166,chr10,26436203,26438702,2500,*,CD14_Mono,APBB1IP,protein_coding,FALSE,-0.132607453
chr17,31493111,31493611,501,*,B_Cells,0.264099828,188845,chr17,31301766,31304265,2500,*,CD4_Naive,EVI2B,protein_coding,FALSE,0.149342607
chr7,129146515,129147015,501,*,B_Cells,0.275215218,208403,chr7,128935612,128938111,2500,*,CD14_Mono,IRF5,protein_coding,FALSE,-0.188296672
chr1,154942436,154942936,501,*,B_Cells,0.272898164,194954,chr1,155137891,155140390,2500,*,CD14_Mono,DPM3,protein_coding,FALSE,0.133161115
chr11,20360675,20361175,501,*,B_Cells,0.303160949,1965787,chr11,18392388,18394887,2500,*,CD14_Mono,LDHA,protein_coding,FALSE,-0.125537048
chr12,48105235,48105735,501,*,B_Cells,0.285550754,40052,chr12,48145788,48148287,2500,*,NK_CD56bright,ASB8,protein_coding,FALSE,0.139607758
chr9,104747403,104747903,501,*,B_Cells,0.185112782,31098,chr9,104779002,104781501,2500,*,CD14_Mono,ABCA1,protein_coding,FALSE,0.21879443
chr5,139407459,139407959,501,*,B_Cells,0.260641965,697817,chr5,140105777,140108276,2500,*,CD4_CTL,PURA,protein_coding,FALSE,-0.174778226
chr5,17282325,17282825,501,*,B_Cells,0.188889591,6928122,chr5,10351703,10354202,2500,*,CD4_Naive,MARCH6,protein_coding,FALSE,-0.182092677
chr2,111884187,111884687,501,*,B_Cells,0.177470407,943063,chr2,112827751,112830250,2500,*,CD14_Mono,IL1B,protein_coding,FALSE,1.278074166
chr19,36972922,36973422,501,*,B_Cells,0.288957716,832847,chr19,36137575,36140074,2500,*,CD4_CTL,CAPNS1,protein_coding,FALSE,0.195734105
chr3,119562488,119562988,501,*,B_Cells,0.191578731,2098210,chr3,121661199,121663698,2500,*,CD8_TEM,GOLGB1,protein_coding,FALSE,-0.153410825
chr3,53180737,53181237,501,*,B_Cells,0.188893185,24228,chr3,53154009,53156508,2500,*,CD16_Mono,PRKCD,protein_coding,TRUE,-0.157710513
chr17,79340774,79341274,501,*,B_Cells,0.233132955,489881,chr17,79831156,79833655,2500,*,gdT,CBX4,protein_coding,FALSE,-0.339772839
chr3,194687652,194688152,501,*,B_Cells,0.215544515,1337030,chr3,196025183,196027682,2500,*,Treg,TFRC,protein_coding,FALSE,-0.285977536
chr7,92836355,92836855,501,*,B_Cells,0.265116405,230934,chr7,92602921,92605420,2500,*,CD4_Naive,CDK6,protein_coding,FALSE,-0.213263661
chr10,30415533,30416033,501,*,B_Cells,0.223972832,15903,chr10,30431937,30434436,2500,*,CD16_Mono,MAP3K8,protein_coding,FALSE,0.230001883
chr7,151782786,151783286,501,*,B_Cells,0.256431176,349635,chr7,152132922,152135421,2500,*,CD8_TEM,KMT2C,protein_coding,FALSE,-0.154075511
chr18,6414365,6414865,501,*,B_Cells,0.269107192,1176039,chr18,5235826,5238325,2500,*,CD4_CTL,LINC00667,lincRNA,FALSE,0.132821375
chr17,39863997,39864497,501,*,B_Cells,0.257903201,54543,chr17,39919041,39921540,2500,*,NK_CD56bright,ORMDL3,protein_coding,FALSE,0.139231426
chr3,188389900,188390400,501,*,B_Cells,0.200272601,668023,chr3,187719377,187721876,2500,*,CD14_Mono,BCL6,protein_coding,FALSE,0.254089349
chr22,20298832,20299332,501,*,B_Cells,0.293278248,182394,chr22,20113938,20116437,2500,*,NK_CD56bright,RANBP1,protein_coding,FALSE,-0.131730284
chr11,77999365,77999865,501,*,B_Cells,0.243986914,3249997,chr11,74746868,74749367,2500,*,CD4_CTL,RNF169,protein_coding,FALSE,-0.135765084
chr16,53061562,53062062,501,*,B_Cells,0.194001067,369914,chr16,53431977,53434476,2500,*,CD4_CTL,RBL2,protein_coding,FALSE,0.152557995
chr1,220689999,220690499,501,*,B_Cells,0.220270522,1008924,chr1,221699424,221701923,2500,*,Treg,DUSP10,protein_coding,FALSE,-0.147893204
chr17,8630760,8631260,501,*,B_Cells,0.209105604,245650,chr17,8876911,8879410,2500,*,CD8_Naive,PIK3R5,protein_coding,FALSE,-0.163035698
chr13,99228659,99229159,501,*,B_Cells,0.226838973,63370,chr13,99292530,99295029,2500,*,CD4_CTL,GPR183,protein_coding,FALSE,0.158694561
chr17,17403788,17404288,501,*,B_Cells,0.307400753,360743,chr17,17040545,17043044,2500,*,cDC2,MPRIP,protein_coding,FALSE,-0.150023826
chr4,2832474,2832974,501,*,B_Cells,0.21001684,584542,chr4,2245432,2247931,2500,*,Treg,MXD4,protein_coding,FALSE,-0.15632171
chr14,91009455,91009955,501,*,B_Cells,0.185326602,259367,chr14,91269323,91271822,2500,*,CD8_TEM,CCDC88C,protein_coding,FALSE,-0.145242065
chr5,160418959,160419459,501,*,B_Cells,0.125063631,1261050,chr5,159155409,159157908,2500,*,CD16_Mono,RNF145,protein_coding,FALSE,0.201106443
chr3,151265818,151266318,501,*,B_Cells,0.132231611,524191,chr3,150739127,150741626,2500,*,CD16_Mono,SIAH2,protein_coding,FALSE,0.125917938
chr5,133932717,133933217,501,*,B_Cells,0.240500815,36697,chr5,133969915,133972414,2500,*,cDC2,VDAC1,protein_coding,FALSE,0.240955919
chr19,38403335,38403835,501,*,B_Cells,0.339801302,151598,chr19,38249237,38251736,2500,*,B_naive,PPP1R14A,protein_coding,FALSE,-0.177794857
chr19,10404068,10404568,501,*,B_Cells,0.213264006,12434,chr19,10389134,10391633,2500,*,CD4_CTL,CDC37,protein_coding,FALSE,-0.147925904
chr1,92785482,92785982,501,*,B_Cells,0.229149475,474203,chr1,93260186,93262685,2500,*,B_intermediate,CCDC18-AS1,processed_transcript,FALSE,-0.147306085
chr19,57708997,57709497,501,*,B_Cells,0.251158702,633680,chr19,58343178,58345677,2500,*,CD14_Mono,A1BG,protein_coding,FALSE,0.156204691
chr3,196191933,196192433,501,*,B_Cells,0.269402799,164250,chr3,196025183,196027682,2500,*,Treg,TFRC,protein_coding,FALSE,-0.285977536
chr20,3093842,3094342,501,*,B_Cells,0.305446466,441197,chr20,2650145,2652644,2500,*,CD4_TEM,NOP56,protein_coding,FALSE,-0.132126513
chr6,30682435,30682935,501,*,B_Cells,0.154396452,5546,chr6,30674389,30676888,2500,*,CD4_CTL,PPP1R18,protein_coding,FALSE,0.209605792
chr17,78759224,78759724,501,*,B_Cells,0.197674524,84676,chr17,78672048,78674547,2500,*,CD14_Mono,CYTH1,protein_coding,FALSE,0.178535523
chr17,67800436,67800936,501,*,B_Cells,0.287272332,1497300,chr17,66300636,66303135,2500,*,CD4_Naive,PRKCA,protein_coding,FALSE,-0.145879347
chr10,133388862,133389362,501,*,B_Cells,0.164824274,2731,chr10,133392094,133394593,2500,*,gdT,MTG1,protein_coding,FALSE,0.176984506
chr6,7389244,7389744,501,*,B_Cells,0.137172051,3367477,chr6,4019267,4021766,2500,*,Treg,PRPF4B,protein_coding,FALSE,-0.141789729
chr22,25563608,25564108,501,*,B_Cells,0.294235378,1080319,chr22,26644428,26646927,2500,*,CD8_TEM,MIAT,lincRNA,FALSE,-0.136635638
chr17,43212052,43212552,501,*,B_Cells,0.296905109,898227,chr17,42311325,42313824,2500,*,CD4_Naive,STAT3,LRG_gene,FALSE,-0.176430032
chr4,15784887,15785387,501,*,B_Cells,0.25981173,179848,chr4,15602539,15605038,2500,*,CD14_Mono,FBXL5,protein_coding,FALSE,-0.184955954
chr21,25967521,25968021,501,*,B_Cells,0.265710656,3054607,chr21,29022629,29025128,2500,*,CD4_CTL,USP16,protein_coding,FALSE,-0.133629628
chr12,101936164,101936664,501,*,B_Cells,0.294872015,58313,chr12,101875351,101877850,2500,*,CD14_Mono,DRAM1,protein_coding,FALSE,0.204891407
chr4,70705514,70706014,501,*,B_Cells,0.24664062,49473,chr4,70653541,70656040,2500,*,B_intermediate,JCHAIN,protein_coding,FALSE,-0.331589529
chr6,109894195,109894695,501,*,B_Cells,0.262587563,283445,chr6,110178141,110180640,2500,*,CD16_Mono,CDC40,protein_coding,FALSE,-0.127120282
chr19,11694801,11695301,501,*,B_Cells,0.253246663,119641,chr19,11572660,11575159,2500,*,B_intermediate,ACP5,protein_coding,FALSE,-0.284820518
chr5,159987288,159987788,501,*,B_Cells,0.237134137,829379,chr5,159155409,159157908,2500,*,CD16_Mono,RNF145,protein_coding,FALSE,0.201106443
chr2,98134109,98134609,501,*,B_Cells,0.173779011,308244,chr2,98442854,98445353,2500,*,CD4_CTL,INPP4A,protein_coding,TRUE,-0.175932116
chr6,35348390,35348890,501,*,B_Cells,0.301509145,50038,chr6,35295852,35298351,2500,*,CD16_Mono,DEF6,protein_coding,FALSE,-0.145692642
chr5,157729885,157730385,501,*,B_Cells,0.249951264,463306,chr5,157264079,157266578,2500,*,CD8_Naive,CYFIP2,protein_coding,FALSE,-0.16021372
chr1,26287326,26287826,501,*,B_Cells,0.253408895,28130,chr1,26315957,26318456,2500,*,gdT,CD52,protein_coding,FALSE,-0.195754964
chr22,44181466,44181966,501,*,B_Cells,0.276222866,484580,chr22,44666547,44669046,2500,*,gdT,PRR5,protein_coding,FALSE,0.20407042
chr10,74977875,74978375,501,*,B_Cells,0.250989933,979261,chr10,73996114,73998613,2500,*,CD4_CTL,VCL,LRG_gene,FALSE,-0.160900746
chr17,46286592,46287092,501,*,B_Cells,0.281379201,92516,chr17,46191576,46194075,2500,*,CD16_Mono,KANSL1-AS1,antisense,FALSE,0.257890807
chr2,241110648,241111148,501,*,B_Cells,0.243220388,128633,chr2,240979515,240982014,2500,*,CD16_Mono,AC104809.2,antisense,FALSE,0.140499614
chr2,61426215,61426715,501,*,B_Cells,0.236461075,238252,chr2,61185463,61187962,2500,*,CD8_TEM,USP34,protein_coding,FALSE,-0.131725902
chr1,112619532,112620032,501,*,B_Cells,0.145204641,0,chr1,112617173,112619672,2500,*,CD8_TCM,CAPZA1,protein_coding,FALSE,0.128017453
chr2,37536099,37536599,501,*,B_Cells,0.310482962,103282,chr2,37639882,37642381,2500,*,CD4_CTL,CDC42EP3,protein_coding,FALSE,0.133682707
chr16,10949308,10949808,501,*,B_Cells,0.17431465300000001,71610,chr16,10875198,10877697,2500,*,CD14_Mono,CIITA,LRG_gene,FALSE,-0.157812877
chr19,2171256,2171756,501,*,B_Cells,0.209090396,56327,chr19,2228084,2230583,2500,*,CD4_CTL,PLEKHJ1,protein_coding,FALSE,0.13582484
chr14,101824255,101824755,501,*,B_Cells,0.236468777,61957,chr14,101759798,101762297,2500,*,CD4_Naive,PPP2R5C,protein_coding,FALSE,-0.135442764
chr4,42643699,42644199,501,*,B_Cells,0.237842504,234826,chr4,42406373,42408872,2500,*,B_intermediate,ATP8A1,protein_coding,FALSE,0.143157167
chr19,4670152,4670652,501,*,B_Cells,0.203031293,377420,chr19,4290232,4292731,2500,*,NK_CD56bright,TMIGD2,protein_coding,FALSE,0.13970723
chr2,235045301,235045801,501,*,B_Cells,0.29333928,551760,chr2,234491041,234493540,2500,*,CD4_TEM,ARL4C,protein_coding,FALSE,0.140113107
chr9,125650198,125650698,501,*,B_Cells,0.265890999,414845,chr9,125232853,125235352,2500,*,CD4_TEM,HSPA5,protein_coding,FALSE,0.25393277400000003
chr6,132354435,132354935,501,*,B_Cells,0.180741252,88931,chr6,132443867,132446366,2500,*,CD14_Mono,STX7,protein_coding,FALSE,-0.127082523
chr1,46348022,46348522,501,*,B_Cells,0.28234453,763676,chr1,45581846,45584345,2500,*,CD4_TEM,NASP,protein_coding,FALSE,-0.140043007
chr16,14974750,14975250,501,*,B_Cells,0.134546218,0,chr16,14972591,14975090,2500,*,CD4_CTL,PDXDC1,protein_coding,FALSE,-0.128663981
chr1,86703984,86704484,501,*,B_Cells,0.199608003,356660,chr1,86344824,86347323,2500,*,CD8_Naive,ODF2L,protein_coding,FALSE,-0.139446884
chr1,42952406,42952906,501,*,B_Cells,0.212941225,775367,chr1,42174539,42177038,2500,*,CD4_Naive,FOXJ3,protein_coding,FALSE,-0.126330508
chr9,109974298,109974798,501,*,B_Cells,0.17229065,267012,chr9,110241811,110244310,2500,*,CD16_Mono,TXN,protein_coding,FALSE,-0.127694912
chr6,90286094,90286594,501,*,B_Cells,0.21972305,359065,chr6,89924529,89927028,2500,*,CD4_Naive,BACH2,protein_coding,FALSE,-0.139580773
chr1,110011658,110012158,501,*,B_Cells,0.135227783,387090,chr1,110399249,110401748,2500,*,CD14_Mono,LAMTOR5,protein_coding,FALSE,-0.206205307
