seqnames_dar,start_dar,end_dar,width_dar,strand_dar,cell_type_dar,logFC_dar,distance,seqnames_degs,start_deg,end_deg,width_deg,strand_deg,cell_type_deg,gene_name,gene_biotype,DAR_deg_overlap,log2FC_deg
chr14,100066167,100066667,501,*,CD4+_T_Cells,0.115986871,94218,chr14,99969449,99971948,2500,*,CD4+_T_Cells,EVL,protein_coding,FALSE,-0.06425129
chr5,172768586,172769086,501,*,CD4+_T_Cells,-0.088820784,0,chr5,172766090,172768589,2500,*,CD4+_T_Cells,DUSP1,protein_coding,FALSE,-0.079318771
chr10,22714297,22714797,501,*,CD4+_T_Cells,-0.05818012,178948,chr10,22532849,22535348,2500,*,CD4+_T_Cells,PIP4K2A,protein_coding,FALSE,0.026021502
chr17,28925999,28926499,501,*,CD4+_T_Cells,0.074013696,20249,chr17,28903250,28905749,2500,*,CD4+_T_Cells,PHF12,protein_coding,FALSE,-0.084690025
chr5,172770380,172770880,501,*,CD4+_T_Cells,-0.067345041,1790,chr5,172766090,172768589,2500,*,CD4+_T_Cells,DUSP1,protein_coding,FALSE,0.746247402
chr10,23095210,23095710,501,*,CD4+_T_Cells,-0.104219296,559861,chr10,22532849,22535348,2500,*,CD4+_T_Cells,PIP4K2A,protein_coding,FALSE,0.026021502
chr11,66115533,66116033,501,*,CD4+_T_Cells,0.107616291,44670,chr11,66068363,66070862,2500,*,CD4+_T_Cells,PACS1,protein_coding,FALSE,0.061704487
chr4,170026237,170026737,501,*,CD4+_T_Cells,-0.082169834,3302957,chr4,173329695,173332194,2500,*,CD4+_T_Cells,HMGB2,protein_coding,FALSE,-0.132482892
chr12,75478355,75478855,501,*,CD4+_T_Cells,0.085502525,0,chr12,75478680,75481179,2500,*,CD4+_T_Cells,GLIPR1,protein_coding,FALSE,0.1076927
chr12,122888435,122888935,501,*,CD4+_T_Cells,0.088139109,22607,chr12,122863328,122865827,2500,*,CD4+_T_Cells,VPS37B,protein_coding,FALSE,0.044812439
chr10,90871685,90872185,501,*,CD4+_T_Cells,-0.073403817,288826,chr10,91161012,91163511,2500,*,CD4+_T_Cells,PCGF5,protein_coding,FALSE,0.098617995
chr16,28863776,28864276,501,*,CD4+_T_Cells,0.123933971,16676,chr16,28844600,28847099,2500,*,CD4+_T_Cells,SH2B1,protein_coding,FALSE,0.029268369
chr2,69436720,69437220,501,*,CD4+_T_Cells,0.08671435,18776,chr2,69455997,69458496,2500,*,CD4+_T_Cells,AAK1,protein_coding,FALSE,0.006296978
chr19,55338572,55339072,501,*,CD4+_T_Cells,0.085679681,38172,chr19,55377245,55379744,2500,*,CD4+_T_Cells,TMEM238,protein_coding,FALSE,-0.043447108
chr6,31571971,31572471,501,*,CD4+_T_Cells,0.106493705,6053,chr6,31578525,31581024,2500,*,CD4+_T_Cells,LTB,protein_coding,FALSE,-0.157040134
chr10,118046702,118047202,501,*,CD4+_T_Cells,-0.047338686,248727,chr10,118295930,118298429,2500,*,CD4+_T_Cells,FAM204A,protein_coding,FALSE,0.007747423
chr14,31127642,31128142,501,*,CD4+_T_Cells,0.074093992,27030,chr14,31098112,31100611,2500,*,CD4+_T_Cells,HECTD1,protein_coding,FALSE,0.024603647
chr12,11545388,11545888,501,*,CD4+_T_Cells,0.099023835,101965,chr12,11647854,11650353,2500,*,CD4+_T_Cells,ETV6,LRG_gene,FALSE,-0.060517112
chr1,211259104,211259604,501,*,CD4+_T_Cells,-0.046168484,65010,chr1,211324615,211327114,2500,*,CD4+_T_Cells,TRAF5,protein_coding,FALSE,-0.009878866
chr1,236794976,236795476,501,*,CD4+_T_Cells,-0.042181709,0,chr1,236793281,236795780,2500,*,CD4+_T_Cells,MTR,protein_coding,FALSE,-0.005722642
chr21,33266061,33266561,501,*,CD4+_T_Cells,-0.076804214,35660,chr21,33227901,33230400,2500,*,CD4+_T_Cells,IFNAR2,protein_coding,FALSE,0.021296353
chr2,2613335,2613835,501,*,CD4+_T_Cells,0.087443372,763839,chr2,3377675,3380174,2500,*,CD4+_T_Cells,TRAPPC12,protein_coding,FALSE,-0.006885449
chr5,134039423,134039923,501,*,CD4+_T_Cells,-0.080229236,67008,chr5,133969915,133972414,2500,*,CD4+_T_Cells,VDAC1,protein_coding,FALSE,0.006153876
chr10,11685174,11685674,501,*,CD4+_T_Cells,0.104871537,232347,chr10,11918022,11920521,2500,*,CD4+_T_Cells,UPF2,protein_coding,FALSE,0.02698791
chr11,107858617,107859117,501,*,CD4+_T_Cells,-0.09239341,147615,chr11,108006733,108009232,2500,*,CD4+_T_Cells,CUL5,protein_coding,FALSE,0.071274438
chr6,96924401,96924901,501,*,CD4+_T_Cells,0.044233692,34588,chr6,96887313,96889812,2500,*,CD4+_T_Cells,NDUFAF4,protein_coding,FALSE,0.022179162
chr3,196528665,196529165,501,*,CD4+_T_Cells,-0.059877195,59382,chr3,196466783,196469282,2500,*,CD4+_T_Cells,RNF168,protein_coding,FALSE,0.030364212
chr16,66696588,66697088,501,*,CD4+_T_Cells,-0.058554715,21804,chr16,66718893,66721392,2500,*,CD4+_T_Cells,DYNC1LI2,protein_coding,FALSE,-0.005912322
chr7,32846528,32847028,501,*,CD4+_T_Cells,-0.093526628,19143,chr7,32866172,32868671,2500,*,CD4+_T_Cells,KBTBD2,protein_coding,FALSE,0.007553676
chrX,119821689,119822189,501,*,CD4+_T_Cells,0.100622486,46285,chrX,119868475,119870974,2500,*,CD4+_T_Cells,RNF113A,protein_coding,FALSE,-0.026147578
chr16,67843089,67843589,501,*,CD4+_T_Cells,0.115535518,507,chr16,67840082,67842581,2500,*,CD4+_T_Cells,THAP11,protein_coding,FALSE,0.095334443
chr13,40789191,40789691,501,*,CD4+_T_Cells,-0.095074871,59556,chr13,40727135,40729634,2500,*,CD4+_T_Cells,MRPS31,protein_coding,FALSE,0.014917008
chr8,23218707,23219207,501,*,CD4+_T_Cells,0.100071495,22429,chr8,23241637,23244136,2500,*,CD4+_T_Cells,CHMP7,protein_coding,FALSE,0.036427042
chr16,29811090,29811590,501,*,CD4+_T_Cells,-0.091824871,2361,chr16,29813952,29816451,2500,*,CD4+_T_Cells,PAGR1,protein_coding,FALSE,-0.034186079
chr11,113875384,113875884,501,*,CD4+_T_Cells,-0.081883617,77010,chr11,113795874,113798373,2500,*,CD4+_T_Cells,USP28,protein_coding,FALSE,-0.138602213
chr11,537203,537703,501,*,CD4+_T_Cells,0.10003123,20700,chr11,558404,560903,2500,*,CD4+_T_Cells,RASSF7,protein_coding,FALSE,-0.008566568
chr8,21918263,21918763,501,*,CD4+_T_Cells,-0.06940009,8890,chr8,21906873,21909372,2500,*,CD4+_T_Cells,DOK2,protein_coding,FALSE,0.03366713
chr6,25056090,25056590,501,*,CD4+_T_Cells,0.096024123,405613,chr6,24647977,24650476,2500,*,CD4+_T_Cells,TDP2,protein_coding,FALSE,-0.006241516
chr12,66130556,66131056,501,*,CD4+_T_Cells,-0.057239588,2789,chr12,66133846,66136345,2500,*,CD4+_T_Cells,TMBIM4,protein_coding,FALSE,0.02378987
chr3,197749504,197750004,501,*,CD4+_T_Cells,-0.048649004,11825,chr3,197735179,197737678,2500,*,CD4+_T_Cells,FYTTD1,protein_coding,FALSE,0.006096584
chr2,47521112,47521612,501,*,CD4+_T_Cells,-0.053617523,360530,chr2,47158082,47160581,2500,*,CD4+_T_Cells,CALM2,protein_coding,FALSE,-0.086615107
chr6,104859645,104860145,501,*,CD4+_T_Cells,-0.054054184,1183277,chr6,106043423,106045922,2500,*,CD4+_T_Cells,ATG5,protein_coding,FALSE,-3.62781e-4
chr10,119596905,119597405,501,*,CD4+_T_Cells,-0.042468059,24603,chr10,119569802,119572301,2500,*,CD4+_T_Cells,TIAL1,protein_coding,FALSE,-0.005380523
chr3,132416733,132417233,501,*,CD4+_T_Cells,0.064003318,261375,chr3,132678609,132681108,2500,*,CD4+_T_Cells,NPHP3,protein_coding,FALSE,-0.004801519
chr5,32531533,32532033,501,*,CD4+_T_Cells,0.099195054,0,chr5,32529633,32532132,2500,*,CD4+_T_Cells,SUB1,protein_coding,FALSE,0.015086158
chr15,56245929,56246429,501,*,CD4+_T_Cells,-0.062963116,670193,chr15,56916623,56919122,2500,*,CD4+_T_Cells,TCF12,protein_coding,FALSE,0.010808628
chr19,31214081,31214581,501,*,CD4+_T_Cells,0.076459802,1289937,chr19,29921644,29924143,2500,*,CD4+_T_Cells,URI1,protein_coding,FALSE,-0.003890021
chr4,99816444,99816944,501,*,CD4+_T_Cells,0.068273934,77303,chr4,99894248,99896747,2500,*,CD4+_T_Cells,DNAJB14,protein_coding,FALSE,0.00192697
chr5,140648000,140648500,501,*,CD4+_T_Cells,-0.100281206,442,chr5,140645058,140647557,2500,*,CD4+_T_Cells,IK,protein_coding,FALSE,-0.048632585
chr8,1781159,1781659,501,*,CD4+_T_Cells,-0.082724964,1165913,chr8,612746,615245,2500,*,CD4+_T_Cells,ERICH1,protein_coding,FALSE,-0.022780382
chr2,138501488,138501988,501,*,CD4+_T_Cells,-0.070280534,2386639,chr2,136112349,136114848,2500,*,CD4+_T_Cells,CXCR4,protein_coding,FALSE,-0.004410137
chr2,127829826,127830326,501,*,CD4+_T_Cells,0.101961286,128304,chr2,127699022,127701521,2500,*,CD4+_T_Cells,WDR33,protein_coding,FALSE,-0.048550229
chr5,76774476,76774976,501,*,CD4+_T_Cells,-0.093287807,57933,chr5,76714043,76716542,2500,*,CD4+_T_Cells,F2R,protein_coding,FALSE,0.016545191
chr15,41894697,41895197,501,*,CD4+_T_Cells,0.079459355,261503,chr15,42156701,42159200,2500,*,CD4+_T_Cells,VPS39,protein_coding,FALSE,-0.014786712
chr4,127880625,127881125,501,*,CD4+_T_Cells,-0.050740517,386111,chr4,128267237,128269736,2500,*,CD4+_T_Cells,PGRMC2,protein_coding,FALSE,0.029057418
chr9,99821532,99822032,501,*,CD4+_T_Cells,-0.045864784,82600,chr9,99904633,99907132,2500,*,CD4+_T_Cells,STX17,protein_coding,FALSE,-0.012064644
chr7,87876199,87876699,501,*,CD4+_T_Cells,-0.038075184,0,chr7,87874216,87876715,2500,*,CD4+_T_Cells,DBF4,protein_coding,FALSE,-0.020887654
chr20,49668506,49669006,501,*,CD4+_T_Cells,0.126170067,265329,chr20,49934336,49936835,2500,*,CD4+_T_Cells,RNF114,protein_coding,FALSE,-0.002064852
chr9,97696579,97697079,501,*,CD4+_T_Cells,0.123314956,21170,chr9,97672909,97675408,2500,*,CD4+_T_Cells,XPA,LRG_gene,FALSE,0.053950823
chr11,60775315,60775815,501,*,CD4+_T_Cells,0.103717887,112914,chr11,60888730,60891229,2500,*,CD4+_T_Cells,PRPF19,protein_coding,FALSE,-0.026271668
chr2,216109029,216109529,501,*,CD4+_T_Cells,-0.065928924,1065,chr2,216105464,216107963,2500,*,CD4+_T_Cells,XRCC5,protein_coding,FALSE,0.105152433
chr9,131627942,131628442,501,*,CD4+_T_Cells,-0.103871281,50672,chr9,131574770,131577269,2500,*,CD4+_T_Cells,RAPGEF1,protein_coding,FALSE,-0.117042674
chr14,76926667,76927167,501,*,CD4+_T_Cells,0.10271597,528702,chr14,77455870,77458369,2500,*,CD4+_T_Cells,AHSA1,protein_coding,FALSE,-0.003223292
chr17,1871758,1872258,501,*,CD4+_T_Cells,0.105430588,41556,chr17,1827702,1830201,2500,*,CD4+_T_Cells,RPA1,protein_coding,FALSE,0.013420622
chr8,66535669,66536169,501,*,CD4+_T_Cells,-0.105042238,24005,chr8,66560175,66562674,2500,*,CD4+_T_Cells,MYBL1,protein_coding,FALSE,-0.057723864
chr6,33249075,33249575,501,*,CD4+_T_Cells,-0.035115017,37726,chr6,33287302,33289801,2500,*,CD4+_T_Cells,PFDN6,protein_coding,FALSE,-0.04271225
chr4,76949496,76949996,501,*,CD4+_T_Cells,-0.065457217,95161,chr4,77045158,77047657,2500,*,CD4+_T_Cells,CCNI,protein_coding,FALSE,0.109378662
chr10,84328193,84328693,501,*,CD4+_T_Cells,-0.062039918,0,chr10,84326586,84329085,2500,*,CD4+_T_Cells,CCSER2,protein_coding,FALSE,0.065288571
chr1,167935254,167935754,501,*,CD4+_T_Cells,0.128226293,18025,chr1,167914729,167917228,2500,*,CD4+_T_Cells,MPC2,protein_coding,FALSE,-0.03262471
chr16,324786,325286,501,*,CD4+_T_Cells,0.097069221,36846,chr16,285440,287939,2500,*,CD4+_T_Cells,AXIN1,protein_coding,FALSE,-0.08656653
chr6,151389637,151390137,501,*,CD4+_T_Cells,-0.069616551,729546,chr6,152119684,152122183,2500,*,CD4+_T_Cells,SYNE1,protein_coding,FALSE,-0.198519472
chr1,100452532,100453032,501,*,CD4+_T_Cells,0.083797297,107007,chr1,100343025,100345524,2500,*,CD4+_T_Cells,CDC14A,protein_coding,FALSE,-0.060884489
chr5,142108500,142109000,501,*,CD4+_T_Cells,-0.049133869,0,chr5,142106505,142109004,2500,*,CD4+_T_Cells,NDFIP1,protein_coding,FALSE,0.013124401
chr4,40283957,40284457,501,*,CD4+_T_Cells,0.076329195,92404,chr4,40189053,40191552,2500,*,CD4+_T_Cells,RHOH,protein_coding,FALSE,0.07186662
chr22,41382218,41382718,501,*,CD4+_T_Cells,0.127870646,74998,chr22,41457717,41460216,2500,*,CD4+_T_Cells,PHF5A,protein_coding,FALSE,0.022958999
chr2,46941509,46942009,501,*,CD4+_T_Cells,-0.081012623,216072,chr2,47158082,47160581,2500,*,CD4+_T_Cells,CALM2,protein_coding,FALSE,-0.065820881
chr19,16076131,16076631,501,*,CD4+_T_Cells,-0.085857072,8610,chr19,16065021,16067520,2500,*,CD4+_T_Cells,TPM4,protein_coding,FALSE,0.109348047
chr14,81464449,81464949,501,*,CD4+_T_Cells,-0.104595884,4599,chr14,81469549,81472048,2500,*,CD4+_T_Cells,SEL1L,protein_coding,FALSE,-0.042976602
chr2,96321800,96322300,501,*,CD4+_T_Cells,-0.05797115,46964,chr2,96272336,96274835,2500,*,CD4+_T_Cells,SNRNP200,protein_coding,FALSE,-0.015100589
chr17,40362546,40363046,501,*,CD4+_T_Cells,-0.089992791,52854,chr17,40307192,40309691,2500,*,CD4+_T_Cells,RARA,protein_coding,FALSE,-0.002433504
chr15,38652864,38653364,501,*,CD4+_T_Cells,0.069228239,164261,chr15,38486103,38488602,2500,*,CD4+_T_Cells,RASGRP1,protein_coding,FALSE,-0.00459244
chr5,126600632,126601132,501,*,CD4+_T_Cells,-0.092618473,0,chr5,126598268,126600767,2500,*,CD4+_T_Cells,PHAX,protein_coding,FALSE,0.018201681
chr17,67435036,67435536,501,*,CD4+_T_Cells,-0.09077857,57255,chr17,67375281,67377780,2500,*,CD4+_T_Cells,PITPNC1,protein_coding,FALSE,0.057311362
chr14,96363233,96363733,501,*,CD4+_T_Cells,0.06731641,135699,chr14,96499433,96501932,2500,*,CD4+_T_Cells,PAPOLA,protein_coding,FALSE,-0.012040061
chr14,65412337,65412837,501,*,CD4+_T_Cells,0.060393177,336710,chr14,65073127,65075626,2500,*,CD4+_T_Cells,MAX,LRG_gene,FALSE,0.011823818
chr20,58306292,58306792,501,*,CD4+_T_Cells,0.10722643,903,chr20,58307696,58310195,2500,*,CD4+_T_Cells,RAB22A,protein_coding,FALSE,0.031125973
chr8,108443256,108443756,501,*,CD4+_T_Cells,-0.041311108,241540,chr8,108199216,108201715,2500,*,CD4+_T_Cells,EIF3E,protein_coding,FALSE,0.083048222
chr19,50804734,50805234,501,*,CD4+_T_Cells,0.055860774,298236,chr19,50503998,50506497,2500,*,CD4+_T_Cells,JOSD2,protein_coding,FALSE,-0.003553081
chr13,113490529,113491029,501,*,CD4+_T_Cells,-0.083829066,91691,chr13,113582721,113585220,2500,*,CD4+_T_Cells,TFDP1,protein_coding,FALSE,0.020195343
chr4,184537860,184538360,501,*,CD4+_T_Cells,-0.081567277,149647,chr4,184385713,184388212,2500,*,CD4+_T_Cells,IRF2,protein_coding,FALSE,-0.002469311
chr14,20684300,20684800,501,*,CD4+_T_Cells,-0.093567936,228609,chr14,20453191,20455690,2500,*,CD4+_T_Cells,APEX1,protein_coding,FALSE,-0.007551224
chr3,27711984,27712484,501,*,CD4+_T_Cells,-0.072979937,1464,chr3,27713949,27716448,2500,*,CD4+_T_Cells,EOMES,protein_coding,FALSE,0.103520255
chr4,26320714,26321214,501,*,CD4+_T_Cells,-0.070662235,156759,chr4,26161455,26163954,2500,*,CD4+_T_Cells,RBPJ,protein_coding,FALSE,0.001358483
chr5,180830660,180831160,501,*,CD4+_T_Cells,0.109825636,206,chr5,180827954,180830453,2500,*,CD4+_T_Cells,HEIH,TEC,FALSE,0.050467434
chr5,78294519,78295019,501,*,CD4+_T_Cells,-0.050028333,291693,chr5,78000326,78002825,2500,*,CD4+_T_Cells,AP3B1,LRG_gene,FALSE,0.001842013
chr3,18445343,18445843,501,*,CD4+_T_Cells,0.074081652,0,chr3,18443024,18445523,2500,*,CD4+_T_Cells,SATB1-AS1,processed_transcript,FALSE,0.028049213
chr2,62704860,62705360,501,*,CD4+_T_Cells,-0.080695521,815636,chr2,61886724,61889223,2500,*,CD4+_T_Cells,COMMD1,protein_coding,FALSE,-2.46404e-4
chr12,92403706,92404206,501,*,CD4+_T_Cells,0.088565002,262928,chr12,92138278,92140777,2500,*,CD4+_T_Cells,BTG1,protein_coding,FALSE,0.016680144
chr12,104456556,104457056,501,*,CD4+_T_Cells,-0.075244024,761,chr12,104453295,104455794,2500,*,CD4+_T_Cells,CHST11,protein_coding,FALSE,-0.019917962
chr15,90230942,90231442,501,*,CD4+_T_Cells,-0.046241121,467,chr15,90227975,90230474,2500,*,CD4+_T_Cells,CIB1,protein_coding,FALSE,-0.013713858
chr3,113746497,113746997,501,*,CD4+_T_Cells,-0.059092245,29537,chr3,113714460,113716959,2500,*,CD4+_T_Cells,NAA50,protein_coding,FALSE,0.022322443
chr1,154951890,154952390,501,*,CD4+_T_Cells,0.116790947,7314,chr1,154942076,154944575,2500,*,CD4+_T_Cells,PBXIP1,protein_coding,FALSE,0.094352062
chr11,34251010,34251510,501,*,CD4+_T_Cells,0.11562802,185414,chr11,34436925,34439424,2500,*,CD4+_T_Cells,CAT,protein_coding,FALSE,0.08195722
chr1,117929488,117929988,501,*,CD4+_T_Cells,-0.044378512,561539,chr1,117365449,117367948,2500,*,CD4+_T_Cells,MAN1A2,protein_coding,FALSE,-0.023477677
chr14,35403799,35404299,501,*,CD4+_T_Cells,0.048293829,1788,chr14,35399511,35402010,2500,*,CD4+_T_Cells,NFKBIA,protein_coding,FALSE,0.158818874
chr1,1574682,1575182,501,*,CD4+_T_Cells,0.095858,32509,chr1,1539673,1542172,2500,*,CD4+_T_Cells,SSU72,protein_coding,FALSE,0.08065889
chr7,17298237,17298737,501,*,CD4+_T_Cells,0.071328648,0,chr7,17296622,17299121,2500,*,CD4+_T_Cells,AHR,protein_coding,FALSE,-0.006527993
chr16,84600697,84601197,501,*,CD4+_T_Cells,-0.08807386,34603,chr16,84563594,84566093,2500,*,CD4+_T_Cells,COTL1,protein_coding,FALSE,0.065483149
chr20,21125728,21126228,501,*,CD4+_T_Cells,0.051479399,0,chr20,21123983,21126482,2500,*,CD4+_T_Cells,KIZ,protein_coding,FALSE,-0.044175085
chr2,221570920,221571420,501,*,CD4+_T_Cells,0.114028119,2196874,chr2,219371546,219374045,2500,*,CD4+_T_Cells,DNPEP,protein_coding,FALSE,-0.007007198
chr19,45001085,45001585,501,*,CD4+_T_Cells,0.103285149,0,chr19,44999430,45001929,2500,*,CD4+_T_Cells,RELB,protein_coding,FALSE,0.064272573
chr19,45584757,45585257,501,*,CD4+_T_Cells,0.045038793,77678,chr19,45504579,45507078,2500,*,CD4+_T_Cells,VASP,protein_coding,FALSE,0.231382266
chr16,84594069,84594569,501,*,CD4+_T_Cells,-0.060583038,27975,chr16,84563594,84566093,2500,*,CD4+_T_Cells,COTL1,protein_coding,FALSE,0.065483149
chr10,22666390,22666890,501,*,CD4+_T_Cells,0.086805544,131041,chr10,22532849,22535348,2500,*,CD4+_T_Cells,PIP4K2A,protein_coding,FALSE,0.026021502
chr11,118895541,118896041,501,*,CD4+_T_Cells,0.114755949,1166,chr11,118891875,118894374,2500,*,CD4+_T_Cells,BCL9L,protein_coding,FALSE,-0.044220262
chr21,37564280,37564780,501,*,CD4+_T_Cells,0.071176083,197990,chr21,37363790,37366289,2500,*,CD4+_T_Cells,DYRK1A,protein_coding,FALSE,0.001970077
chr11,118791640,118792140,501,*,CD4+_T_Cells,0.109873963,43374,chr11,118745766,118748265,2500,*,CD4+_T_Cells,DDX6,protein_coding,FALSE,0.001810221
chr12,27710542,27711042,501,*,CD4+_T_Cells,-0.050996699,0,chr12,27708773,27711272,2500,*,CD4+_T_Cells,MRPS35,protein_coding,FALSE,0.036049445
chr12,30695688,30696188,501,*,CD4+_T_Cells,-0.068420951,1357836,chr12,29335352,29337851,2500,*,CD4+_T_Cells,ERGIC2,protein_coding,FALSE,0.037178148
chr6,85593787,85594287,501,*,CD4+_T_Cells,-0.071526617,11497,chr6,85605785,85608284,2500,*,CD4+_T_Cells,SYNCRIP,protein_coding,FALSE,0.037847708
chr10,62804814,62805314,501,*,CD4+_T_Cells,-0.077933008,325932,chr10,63131247,63133746,2500,*,CD4+_T_Cells,NRBF2,protein_coding,FALSE,-0.209728342
chr9,136790884,136791384,501,*,CD4+_T_Cells,0.0374883,0,chr9,136789355,136791854,2500,*,CD4+_T_Cells,TMEM141,protein_coding,FALSE,-0.035460851
chr3,71010653,71011153,501,*,CD4+_T_Cells,0.090663315,55460,chr3,70952693,70955192,2500,*,CD4+_T_Cells,FOXP1,protein_coding,FALSE,0.076851939
chr17,81967800,81968300,501,*,CD4+_T_Cells,0.083509468,55361,chr17,81909939,81912438,2500,*,CD4+_T_Cells,SIRT7,protein_coding,FALSE,-0.065123365
chr2,186589767,186590267,501,*,CD4+_T_Cells,-0.068769972,103111,chr2,186484156,186486655,2500,*,CD4+_T_Cells,ZC3H15,protein_coding,FALSE,0.037013761
chr4,70704994,70705494,501,*,CD4+_T_Cells,-0.094006136,108287,chr4,70813782,70816281,2500,*,CD4+_T_Cells,GRSF1,protein_coding,FALSE,-0.007777229
chr14,49620466,49620966,501,*,CD4+_T_Cells,-0.041499248,2207,chr14,49623174,49625673,2500,*,CD4+_T_Cells,DNAAF2,protein_coding,FALSE,0.019949123
chr17,48830733,48831233,501,*,CD4+_T_Cells,-0.070680444,0,chr17,48828988,48831487,2500,*,CD4+_T_Cells,CALCOCO2,protein_coding,FALSE,0.030676356
chr14,65847029,65847529,501,*,CD4+_T_Cells,0.076107955,657877,chr14,66505407,66507906,2500,*,CD4+_T_Cells,GPHN,protein_coding,FALSE,-0.098014809
chr11,101914723,101915223,501,*,CD4+_T_Cells,-0.044771204,400226,chr11,102315450,102317949,2500,*,CD4+_T_Cells,BIRC3,protein_coding,FALSE,0.042443742
chr11,35144020,35144520,501,*,CD4+_T_Cells,0.103333035,4650,chr11,35136870,35139369,2500,*,CD4+_T_Cells,CD44,protein_coding,FALSE,0.130335557
chr19,35717294,35717794,501,*,CD4+_T_Cells,0.057229475,0,chr19,35716019,35718518,2500,*,CD4+_T_Cells,KMT2B,protein_coding,FALSE,-0.074492845
chr6,14117469,14117969,501,*,CD4+_T_Cells,0.077294943,495471,chr6,13619498,13621997,2500,*,CD4+_T_Cells,RANBP9,protein_coding,FALSE,-0.084815261
chr19,633405,633905,501,*,CD4+_T_Cells,0.078703658,11620,chr19,645526,648025,2500,*,CD4+_T_Cells,RNF126,protein_coding,FALSE,-0.075314837
chr9,137070399,137070899,501,*,CD4+_T_Cells,-0.041725385,30429,chr9,137037470,137039969,2500,*,CD4+_T_Cells,NPDC1,protein_coding,FALSE,0.003122394
chr10,22321300,22321800,501,*,CD4+_T_Cells,-0.091019417,0,chr10,22319211,22321710,2500,*,CD4+_T_Cells,BMI1,protein_coding,FALSE,-0.004563038
chr6,14210921,14211421,501,*,CD4+_T_Cells,-0.06260439,588923,chr6,13619498,13621997,2500,*,CD4+_T_Cells,RANBP9,protein_coding,FALSE,-0.084815261
chr17,7572993,7573493,501,*,CD4+_T_Cells,-0.081036869,0,chr17,7570706,7573205,2500,*,CD4+_T_Cells,EIF4A1,protein_coding,FALSE,-0.259449086
chr19,35994899,35995399,501,*,CD4+_T_Cells,-0.047396061,91919,chr19,35900480,35902979,2500,*,CD4+_T_Cells,HCST,protein_coding,FALSE,-0.002495994
chr12,120302021,120302521,501,*,CD4+_T_Cells,-0.05211868,91082,chr12,120208439,120210938,2500,*,CD4+_T_Cells,PXN,protein_coding,FALSE,-0.06370861
chr2,218896372,218896872,501,*,CD4+_T_Cells,0.068246097,273024,chr2,219169897,219172396,2500,*,CD4+_T_Cells,CNPPD1,protein_coding,FALSE,-0.006532566
chr2,201211911,201212411,501,*,CD4+_T_Cells,0.10549303,19031,chr2,201231443,201233942,2500,*,CD4+_T_Cells,CASP8,protein_coding,FALSE,-0.067594105
chr6,144216562,144217062,501,*,CD4+_T_Cells,-0.071909154,66638,chr6,144283701,144286200,2500,*,CD4+_T_Cells,UTRN,protein_coding,FALSE,-0.138943473
chr1,157138199,157138699,501,*,CD4+_T_Cells,-0.042713615,331456,chr1,156804243,156806742,2500,*,CD4+_T_Cells,SH2D2A,protein_coding,FALSE,0.019716882
chr8,42153997,42154497,501,*,CD4+_T_Cells,-0.064994913,551,chr8,42150946,42153445,2500,*,CD4+_T_Cells,AP3M2,protein_coding,FALSE,-0.051111962
chr7,33129264,33129764,501,*,CD4+_T_Cells,-0.043509889,114650,chr7,33012114,33014613,2500,*,CD4+_T_Cells,NT5C3A,protein_coding,FALSE,0.011726826
chr9,130579284,130579784,501,*,CD4+_T_Cells,-0.073414406,543776,chr9,131123561,131126060,2500,*,CD4+_T_Cells,NUP214,protein_coding,FALSE,-0.050991091
chr13,49443933,49444433,501,*,CD4+_T_Cells,0.027864485,49176,chr13,49493610,49496109,2500,*,CD4+_T_Cells,PHF11,protein_coding,FALSE,0.026803605
chr4,76213703,76214203,501,*,CD4+_T_Cells,-0.06023272,272253,chr4,75938950,75941449,2500,*,CD4+_T_Cells,SDAD1,protein_coding,FALSE,0.009887943
chr1,169485775,169486275,501,*,CD4+_T_Cells,-0.04524057,23678,chr1,169509954,169512453,2500,*,CD4+_T_Cells,F5,LRG_gene,FALSE,-0.115278873
chr17,38967238,38967738,501,*,CD4+_T_Cells,-0.071332927,96879,chr17,38867859,38870358,2500,*,CD4+_T_Cells,LASP1,protein_coding,FALSE,-0.046316028
chrX,149540613,149541113,501,*,CD4+_T_Cells,-0.046030001,63123,chrX,149474990,149477489,2500,*,CD4+_T_Cells,IDS,protein_coding,FALSE,0.022140512
chr1,146036795,146037295,501,*,CD4+_T_Cells,-0.086741498,43860,chr1,145990435,145992934,2500,*,CD4+_T_Cells,TXNIP,protein_coding,FALSE,0.222761056
chr3,49340555,49341055,501,*,CD4+_T_Cells,0.087666894,16089,chr3,49357145,49359644,2500,*,CD4+_T_Cells,RHOA,protein_coding,FALSE,0.121668163
chr4,108113275,108113775,501,*,CD4+_T_Cells,0.10611196,51749,chr4,108165525,108168024,2500,*,CD4+_T_Cells,LEF1-AS1,processed_transcript,FALSE,-0.054020067
chr6,170584410,170584910,501,*,CD4+_T_Cells,-0.037547564,8615,chr6,170573295,170575794,2500,*,CD4+_T_Cells,PDCD2,protein_coding,FALSE,0.01165395
chr3,158109827,158110327,501,*,CD4+_T_Cells,-0.073930895,3472,chr3,158103855,158106354,2500,*,CD4+_T_Cells,RSRC1,protein_coding,FALSE,-0.035422511
chr22,19432241,19432741,501,*,CD4+_T_Cells,-0.065723038,0,chr22,19429902,19432401,2500,*,CD4+_T_Cells,MRPL40,protein_coding,FALSE,0.018943835
